0	3	50	5	0.01136364
1	497	2	5	1
0	293	7	5	0.25
1	27	446	5	0.005813953
0	272	394	5	0.04761905
0	79	247	5	0.3333333
0	12	12	5	0.06772909
1	234	349	5	0.1111111
1	2	9	5	0.1845794
0	244	91	5	0.05555556
0	60	359	5	0.04545455
1	26	290	5	0.01587302
1	2	381	5	0.007009346
0	387	32	5	0.07692308
1	8	128	5	0.004291845
0	174	213	5	0.1666667
1	83	50	5	0.02439024
0	12	407	5	0.003984064
0	16	11	5	0.02479339
1	313	247	5	0.08333334
0	7	229	5	0.01960784
1	299	287	5	0.1111111
0	216	49	5	0.07142857
1	7	367	5	0.003663004
1	6	8	5	0.006060606
1	33	350	5	0.003448276
0	370	203	5	0.125
0	227	128	5	0.04
1	203	200	5	0.04761905
1	45	1	5	0.05737705
0	360	62	5	0.1428571
1	71	184	5	0.00617284
0	75	45	5	0.04347826
0	175	392	5	0.3333333
0	366	204	5	0.125
0	511	27	5	0.5
1	82	51	5	0.25
1	373	7	5	0.1
1	355	475	5	0.04545455
1	210	260	5	0.03846154
0	24	35	5	0.04651163
1	385	50	5	0.125
1	424	200	5	0.05263158
1	36	13	5	0.12
1	224	8	5	0.05
1	31	76	5	0.01923077
0	285	221	5	0.03225806
1	33	370	5	0.006896552
0	3	207	5	0.003246753
1	326	16	5	0.1176471
1	317	246	5	0.1818182
1	6	246	5	0.003030303
1	445	266	5	0.125
1	144	384	5	0.08333334
1	47	298	5	0.05882353
1	296	23	5	0.2307692
0	26	332	5	0.004032258
1	258	212	5	0.01886792
0	50	6	5	0.008264462
0	7	49	5	0.01960784
0	293	425	5	0.0625
1	39	274	5	0.02777778
0	16	37	5	0.008264462
0	84	10	5	0.01315789
0	216	229	5	0.02380952
1	217	340	5	0.04545455
0	340	236	5	0.05555556
1	359	294	5	0.1111111
1	348	206	5	0.07142857
1	19	27	5	0.01162791
0	415	280	5	0.5
1	386	412	5	0.2
1	165	392	5	0.04
1	18	57	5	0.01
1	396	338	5	0.125
1	7	376	5	0.003663004
1	157	162	5	0.1111111
0	160	53	5	0.08333334
0	280	49	5	0.03703704
1	220	3	5	0.04166667
1	2	436	5	0.002336449
0	3	30	5	0.02922078
1	15	5	5	0.06993007
1	48	294	5	0.01492537
0	338	142	5	0.03571429
1	250	2	5	0.04651163
1	407	2	5	1
1	92	9	5	0.09090909
1	32	11	5	0.0106383
0	22	313	5	0.008928572
1	363	287	5	0.125
1	2	12	5	0.1542056
1	75	3	5	0.1818182
0	340	24	5	0.05555556
1	136	305	5	0.1666667
1	14	35	5	0.009569378
1	223	247	5	0.07692308
1	248	283	5	0.02564103
0	284	19	5	0.04347826
0	75	42	5	0.3043478
0	326	61	5	0.06666667
0	472	34	5	0.2857143
0	320	366	5	0.2222222
1	374	369	5	1
1	156	12	5	0.09090909
0	373	261	5	0.125
1	9	304	5	0.006666667
1	415	476	5	0.1
1	13	309	5	0.0041841
1	87	23	5	0.0625
0	366	201	5	0.125
1	54	384	5	0.009090909
1	24	170	5	0.02702703
1	10	222	5	0.01886792
1	6	37	5	0.003030303
